constituency_id,election_year,rank,candidate_name,party,votes,vote_share_pct,vote_share_pct_imputed,won,source,source_url,fetched_at
GBA-17,2015,5,Atiq Ullah,PTI,1558.0,13.58,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-17_Diamer-III,cached
GBA-17,2020,1,Rehmat Khaliq,JUI-F,5389.0,51.25,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-17,2020,2,Haider Khan,PTI,5126.0,48.75,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-18,2009,1,Gulbar Khan,JUI-F,2741.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-18_Diamer-IV,cached
GBA-18,2015,1,Muhammad Wakeel,PML-N,3761.0,52.04,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-18_Diamer-IV,cached
GBA-18,2015,2,Gulbar Khan,JUI-F,2438.0,33.74,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-18_Diamer-IV,cached
GBA-18,2015,3,Shakrat Khan,PPP,828.0,11.46,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-18_Diamer-IV,cached
GBA-18,2015,4,Dilbar Khan,PTI,88.0,1.22,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-18_Diamer-IV,cached
GBA-18,2020,1,Gulbar Khan,PTI,6793.0,53.16,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-18,2020,2,Malik Kifayat Ur Rehman,Independent,5986.0,46.84,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-19,2009,1,Karam Ali Shah,PPP,,,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,1,Nawaz Khan Naji,BNF-N,5259.0,26.99,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,2,Shakeel Ahmad,PML-N,5158.0,26.98,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,3,Zaffar Muhammad,Independent,5135.0,26.35,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,4,Niamat Shah,PTI,1667.0,8.55,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,5,Syed Madad Shah,APML,1010.0,5.18,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2015,6,Badr-U-Din,PPP,909.0,4.66,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-19_Ghizer-I,cached
GBA-19,2020,1,Nawaz Khan Naji,BNF-N,6208.0,55.55,True,True,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-19,2020,2,Pir Jalal Ali Shah,PPP,4967.0,44.45,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-2,2009,1,Deedar Ali,Independent,5486.0,25.34,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2009,2,Jamil Ahmad,PPP,4782.0,22.09,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2009,3,Hafiz Hafeezur Rehman,PML-N,4563.0,21.08,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2009,4,Muhammad Aslam,PML-Q,2180.0,10.07,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2009,5,Altaf Hussain,MQM,281.0,1.27,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,1,Hafiz Hafeez Ur Rehman,PML-N,10739.0,48.29,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,2,Jamil Ahmad,PPP,7176.0,32.27,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,3,Fatehullah Khan,PTI,2561.0,11.51,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,4,Habib Ur Rehman,JI,844.0,3.79,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,5,Faqeer Shah,Independent,683.0,3.62,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,6,Karim Khan,APML,583.0,2.62,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,7,Tariq Hussain,MQM,278.0,1.25,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,8,Parveen Ghazi,Independent,16.0,0.07,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,9,Muhammad Mazhar Abbas,MWM,8.0,0.03,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,10,Shukat Alam,PAT,3.0,0.01,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2015,11,Moulana Mujahid,JUI-F,1.0,0.0,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,1,Fatehullah Khan,PTI,6860.0,27.16,False,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,2,Jamil Ahmad,PPP,6764.0,27.14,False,False,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,3,Hafiz Hafeezur Rehman,PML-N,5820.0,23.89,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,4,Nasir Mir,PML-Q,1540.0,6.32,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,5,Ghulam Shah,Independent,1355.0,5.56,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,6,Habib ur Rehman,JI,825.0,3.39,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,7,Ashfaq Hussain,Independent,704.0,2.89,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-2,2020,8,Faqeer Shah,ITP,494.0,2.03,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-2_Gilgit-II,cached
GBA-20,2009,1,Ali Madad Sher,PPP,3206.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,1,Fida Khan,Independent,4991.0,24.74,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,2,Sultan Madad,PML-N,3362.0,16.66,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,3,Nadir Khan,Independent,2423.0,12.01,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,4,Ali Madad Sher,PPP,2048.0,10.15,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,5,Abdul Khaliq,Independent,1835.0,9.09,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,6,Noor Wali Khan,APML,1529.0,7.58,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,7,Atta-ur-Rehman,PTI,1286.0,6.37,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2020,1,Nazir Ahmed,PTI,5592.0,59.45,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-20,2020,2,Khan Akbar Khan,PML-Q,3815.0,40.55,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-21,2009,1,Muhammad Ayub Shah,Independent,3206.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,1,Raja Jahanzaib,PTI,7252.0,39.17,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,2,Ghulam Muhammad,PML-N,5602.0,30.26,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,3,Muhammad Ayub Shah,PPP,4081.0,22.04,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,4,Jamsheed khan,APML,887.0,4.79,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,5,Nadir Khan,PAT,304.0,1.64,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,6,Abdul Khaliq,MQM,150.0,0.81,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,7,Muhammad Aziz,JUI-F,6.0,0.03,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2020,1,Ghulam Muhammad,PML-N,4609.0,57.33,True,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2020,2,M. Ayub Shah,PPP,3430.0,42.67,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-22,2009,1,Muhammad Jaffer,PPP,3772.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2015,1,Muhammad Ibrahim Sanai,PML-N,11382.0,85.95,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2015,2,Amina Bibi Ansari,PTI,1860.0,14.05,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2020,1,Mushtaq Hussain,Independent,6051.0,55.03,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-22,2020,2,M. Ibrahim Sanai,PTI,4945.0,44.97,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-23,2009,1,Mufti Muhammad Abdullah,PML-N,4240.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,1,Ghulam Hussain,PML-N,6657.0,50.91,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,2,Amina Bibi Ansari,PTI,5710.0,43.67,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,3,Zuhair Ahmad Khan,MQM,227.0,1.74,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,4,Shereen Fatima,PPP,182.0,1.39,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,5,Khadim Hussain,PAT,140.0,1.07,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,1,Abdul Hameed,Independent,3666.0,28.15,False,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-23,2020,2,Amina Ansari,PTI,3296.0,22.15,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-23,2020,3,Amina Bibi Ansari,PTI,3210.0,24.05,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,4,Asif Advocate,Independent,2527.0,20.74,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,5,Ghulam Ali Haideri,PPP,2182.0,17.03,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-24,2015,1,Mohammad Shafiq,PML-N,5226.0,45.98,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
